,0.5,0.6,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.4,1.5
0.021917808,1.54415,1.35264,1.14132,1.03561,0.93143,0.82878,0.72939,0.63649,0.55133,0.46306,0.38986,0.37176,0.41176,0.4574,0.50066,0.64202,0.76917
0.046575342,0.76263,0.65139,0.55245,0.50694,0.46432,0.42512,0.38861,0.35326,0.3204,0.28899,0.2565,0.23259,0.22101,0.2227,0.23358,0.25415,0.29736
0.052054795,0.60273,0.58902,0.50025,0.45974,0.42335,0.38887,0.35821,0.32964,0.30182,0.27476,0.24709,0.22304,0.20532,0.20189,0.20639,0.22401,0.24821
0.057534247,0.62135,0.54485,0.46397,0.42782,0.39491,0.36505,0.33794,0.31309,0.28895,0.26508,0.24103,0.21732,0.19916,0.19033,0.19183,0.20587,0.22019
0.063013699,0.5834,0.5026,0.43032,0.39805,0.36886,0.34251,0.31888,0.29646,0.27488,0.25402,0.23269,0.21114,0.19316,0.18241,0.17934,0.18838,0.19822
0.068493151,0.49578,0.43028,0.37369,0.34846,0.32639,0.30641,0.2879,0.27095,0.2541,0.23737,0.21934,0.20253,0.18657,0.17299,0.16468,0.16609,0.1781
0.073972603,0.47715,0.41425,0.35993,0.33622,0.31529,0.29641,0.27941,0.26384,0.24799,0.233,0.21651,0.20032,0.18285,0.17125,0.16376,0.16345,0.17366
0.076712329,0.44659,0.38908,0.34027,0.31944,0.30106,0.28457,0.26934,0.2553,0.24162,0.22596,0.21116,0.1963,0.18217,0.16979,0.16012,0.15735,0.16427
1.197260274,0.41209,0.3608,0.31789,0.29973,0.284,0.2695,0.25671,0.24455,0.23289,0.21963,0.20515,0.19257,0.17914,0.16775,0.1589,0.15175,0.15634
1.698630137,0.36456,0.32196,0.2889,0.27393,0.26148,0.24981,0.23924,0.22942,0.22232,0.21111,0.20057,0.19031,0.18131,0.16924,0.15995,0.15107,0.14815
1.775342466,0.35926,0.32019,0.28873,0.27453,0.26176,0.25169,0.24137,0.23179,0.22286,0.21354,0.20278,0.19258,0.18222,0.17242,0.16326,0.15275,0.14981
2.695890411,0.3191,0.28591,0.26247,0.25222,0.24254,0.23382,0.2261,0.21852,0.20728,0.20532,0.19882,0.1917,0.18491,0.17734,0.17012,0.15693,0.1488
